LM_ID	COMMON_NAME	Adduct	CATEGORY	MAIN_CLASS	SUB_CLASS	EXACT_MASS	FORMULA	PUBCHEM_SID	PUBCHEM_CID	INCHI_KEY	KEGG_ID	HMDBID	CHEBI_ID	LIPIDAT_ID	LIPIDBANK_ID
	CL(22:0/16:1/16:1/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:0/16:1/16:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:0/16:1/16:1/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:0/16:1/16:3/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:0/16:1/18:1/16:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:0/16:1/18:1/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:0/16:1/18:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:0/16:1/18:1/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:0/16:1/18:2/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:0/16:1/18:3/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:0/18:0/18:0/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:0/18:0/18:0/22:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:0/18:0/18:1/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:0/16:0/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:0/16:0/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:0/16:0/22:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:0/16:1/22:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:0/16:3/22:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:0/18:1/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:0/18:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:0/18:2/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:0/18:2/22:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:0/18:3/22:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:1/16:1/16:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:1/16:1/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:1/16:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:1/16:1/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:1/16:3/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:1/18:1/16:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:1/18:1/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:1/18:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:1/18:1/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:1/18:2/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/16:1/18:3/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/18:0/18:0/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/18:0/18:0/22:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:1/18:0/18:1/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:0/16:0/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:0/16:0/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:0/16:0/22:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:0/16:1/22:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:0/16:3/22:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:0/18:1/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:0/18:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:0/18:2/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:0/18:2/22:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:0/18:3/22:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:1/16:1/16:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:1/16:1/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:1/16:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:1/16:1/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:1/16:3/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:1/18:1/16:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:1/18:1/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:1/18:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:1/18:1/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:1/18:2/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/16:1/18:3/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/18:0/18:0/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/18:0/18:0/22:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:2/18:0/18:1/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:0/16:0/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:0/16:0/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:0/16:0/22:6)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:0/16:1/22:6)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:0/16:3/22:6)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:0/18:1/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:0/18:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:0/18:2/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:0/18:2/22:6)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:0/18:3/22:6)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:1/16:1/16:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:1/16:1/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:1/16:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:1/16:1/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:1/16:3/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:1/18:1/16:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:1/18:1/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:1/18:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:1/18:1/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:1/18:2/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/16:1/18:3/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/18:0/18:0/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/18:0/18:0/22:6)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(22:6/18:0/18:1/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:0/16:0/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:0/16:0/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:0/16:0/23:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:0/16:1/23:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:0/16:3/23:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:0/18:1/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:0/18:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:0/18:2/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:0/18:2/23:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:0/18:3/23:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:1/16:1/16:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:1/16:1/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:1/16:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:1/16:1/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:1/16:3/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:1/18:1/16:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:1/18:1/16:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:1/18:1/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:1/18:1/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:1/18:2/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/16:1/18:3/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/18:0/18:0/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/18:0/18:0/23:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
	CL(23:0/18:0/18:1/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerophosphoglycerols [GP12]	Diacylglycerophosphoglycerophosphodiradylglycerols [GP1201]										
LMSP0501AC09	GalCer(d16:1/22:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	755.62752	C44H85NO8	123068837	52931272	IRYUYISTIPWPQG-VGNRXBDKSA-N					
LMSP0501AC10	GalCer(d16:1/23:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	769.64317	C45H87NO8	123068838	52931273	MSZQSWVREFSSOB-GENNDGNJSA-N					
LMSP0501AC11	GalCer(d18:0/16:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	701.58057	C40H79NO8	123068839	52931274	BLGKYYVFGMKTEZ-JOZGXUEISA-N			46981		
LMSP0501AC12	GalCer(d18:0/20:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	757.64317	C44H87NO8	123068840	52931275	JMHGBISEAGEKAI-XDGDAAGESA-N					
LMSP0501AC13	GalCer(d18:0/22:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	785.67447	C46H91NO8	123068841	52931276	BCRCIDJHDMYLDJ-BKWCEDQISA-N	C00550	HMDB01348	17636		
LMSP0501AC14	GalCer(d18:0/24:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	813.70577	C48H95NO8	123068842	52931277	SNPQGCDJHZAVOB-YZKNQZQMSA-N					
LMSP0501AC15	GalCer(d18:0/26:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	841.73707	C50H99NO8	123068843	52931278	GTRFIKUZMLUSGB-KEGXYFPCSA-N					
LMSP0501AC16	GalCer(d18:0/26:1)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	839.72142	C50H97NO8	123068844	52931279	BSRSUMIOOGETSD-OVRFZMSHSA-N					
LMSP0501AC01	GalCer(d18:1/16:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	699.56492	C40H77NO8	85297420	44260148	VJLLLMIZEJJZTE-CSYDNKSLSA-N					
LMSP0501AC02	GalCer(d18:1/18:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	727.59622	C42H81NO8	85297421	44260149	YMYQEDCYNANIPI-KMYDIEBBSA-N					
LMSP0501AC03	GalCer(d18:1/20:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	755.62752	C44H85NO8	85297422	44260150	DFELABABMXOKTD-RFZZSINGSA-N					
LMSP0501AC04	GalCer(d18:1/22:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	783.65882	C46H89NO8	85297423	44260151	YIGARKIIFOHVPF-NOWGBCNKSA-N					
LMSP0501AC17	GalCer(d18:1/23:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	797.67447	C47H91NO8	123068845	52931280	SJGWLQDELUWRDA-GYMYZUHGSA-N					
LMSP0501AC05	GalCer(d18:1/24:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	811.69012	C48H93NO8	85297424	44260152	POQRWMRXUOPCLD-TZBHKNPTSA-N					
LMSP0501AC07	GalCer(d18:1/24:1(15Z))	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	809.67447	C48H91NO8	85297426	44260154	WBOZIXHPUPAOIA-FBAIHPJSSA-N					
LMSP0501AC06	GalCer(d18:1/26:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	839.72142	C50H97NO8	85297425	44260153	DOIOUJPHIXRQFM-MLRWQCEGSA-N					
LMSP0501AC08	GalCer(d18:1/26:1(17Z))	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	837.70577	C50H95NO8	85297427	44260155	LVROXDRMMJVBGH-KSXYFSBASA-N					
LMSP0501AC18	GalCer(d18:2/16:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	697.54927	C40H75NO8	123068846	52931281	KTZGIAJJBLPJEF-XEAQHXMMSA-N					
LMSP0501AC19	GalCer(d18:2/20:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	753.61187	C44H83NO8	123068847	52931282	JNYZDNIARSRXLF-RLQZOIAHSA-N					
LMSP0501AC20	GalCer(d18:2/20:1)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	751.59622	C44H81NO8	123068848	52931283	SRPRXULKDCYZGV-ZUNGMOGISA-N					
LMSP0501AC21	GalCer(d18:2/21:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	767.62752	C45H85NO8	123068849	52931284	HPXKQDNHZNVSHF-VVKDKMDPSA-N					
LMSP0501AC22	GalCer(d18:2/22:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	781.64317	C46H87NO8	123068850	52931285	BZVOAOVDSULRAB-LKQIPAPGSA-N					
LMSP0501AC23	GalCer(d18:2/23:0)	[M-H]-	Sphingolipids [SP]	Neutral glycosphingolipids [SP05]	Simple Glc series [SP0501]	795.65882	C47H89NO8	123068851	52931286	WKJGTBSWYQRTEJ-CNHIVHOUSA-N					
